,English,Japanese,good_trans,original_language
28982,mice with multiple myeloma,多発性骨髄腫のマウス,0,0
27428,and you will soon join them.,そして、あなたはすぐにそれらに参加します。,0,0
55004,Sheep Welcome to my home,羊さん 我が家にようこそ,0,1
38071,samaritan's goons can just come and blast us into the next dimension.,サマリア人の悪党はちょうど来て、私たちを次の次元に爆破することができます。,0,0
30671,"you're wrong, deb. if you want, i'll have the blood tested.",あなたは間違っている、デブ。必要に応じて、血液検査を行います。,0,0
32863,"find the guard, niko! i need you.",警備員を見つけろ、ニコ！私には、あなたが必要です。,0,0
20945,but you're democra.,しかし、あなたは民主主義者です。,0,0
18896,and jessica.,それとジェシカ,1,1
10922,it's the loliskunk!,まじ それが犯人の狙いだってのか,1,1
38221,what else?,ほかに何か？,0,0
53044,How much we use in this head,この頭の中で 我々がどの程度使ってるか,0,1
12894,would you like to buy a christmas wreath?,クリスマス・リース買って,1,1
50607,He says the vocal cords will be lost in the process of evolution.,声帯が進化の過程で失われてしまうだろうと彼は言うのです,0,1
41569,Teresa Call,テレサ コールよ,0,1
177,all this is the cemetery.,ここは墓場だな,1,1
19460,it's taken us a long way already,それは我々をはるばる導いて来ましたが,1,1
2087,i'm amazed you didn't notice.,気付かなかったか?,1,1
24846,"my embarrassing admission is, i really like that you're nice right now.",私の恥ずかしい入場料は、私はあなたが今いい人であることが本当に好きです。,0,0
30717,"i'll turn off the power supply, so come and get it after school.",電源を切るので、放課後に来てください。,0,0
32117,"janis, whatever you've got on faa, leave it with to sean.",ジャニス、あなたがファアに乗っているものは何でも、ショーンに任せてください。,0,0
24996,"okay, because if a choice has to be made between him or us",大丈夫、彼か私たちの間で選択をしなければならないのなら,0,0
35497,i thought he might be running a fever,彼は熱を出しているのではないかと思った,0,0
17148,and there's also the possibility to become a regular employee. you're right.,正社員の可能性だって あるし。 だよな。,1,1
44764,The two have been acquainted for decades,2頭は数十年来の知り合いです,0,1
13511,"wwell, it's true that the maintenance manual wasn't preserved and that we can hardly find any of the parts",パーツもほとんど見つからないけど,1,1
6520,i've been consoling the inspector. his wife passed.,警部補を慰めてた 奥さんを亡くしたから,1,1
15797,why are you in a bad mood?,どうして、機嫌が悪いの?,1,1
34027,how do i say.. i feel betrayed.,どのように言うか..私は裏切られたと感じます。,0,0
37743,book,本,0,0
14311,you both suck.,2人とも最低よ,1,1
24435,"you put one foot inside the tower, i'm gonna call in a code blue.",タワーの中に片足を入れたら、コードブルーで電話します。,0,0
16261,he thought that space and time were explained by isaac newton,空間と時間は ニュートンが説明した通り,1,1
58890,Come on,さあ 入って,0,1
20370,"and b, we can maybe",そしてb、私たちは多分できる,0,0
46918,Shu Ouma. Will you fight with us?,桜満 集君。 われわれと共に 戦ってくれませんか?,0,1
57387,Long,ながい,0,1
30373,he has as much right to be here as anyone else.,彼には他の誰よりもここにいる権利があります。,0,0
22698,that's when the killer kicked him,それは殺人者が彼を蹴ったときです,0,0
46373,Oh you?,ああ あんたは?,0,1
12493,"quinn, don't.",クイン ダメ!,1,1
29368,back in 1998.,1998年にさかのぼります。,0,0
6412,never mind already.,制圧した城など放棄してかまわぬ。,1,1
39805,that's funny 'cause it looked like you understood every word.,あなたがすべての単語を理解したように見えたので、それは面白いです。,0,0
54231,"I wonder if it's too bubbly? Hey, rough rough uh .",いっち~も ブクブクなのかなぁ? ねぇ 荒 荒 えっと。,0,1
21928,they made a plan together to destroy the glades.,彼らは一緒に計画を立てました空き地を破壊するために。,0,0
53764,Leisure Conway to Williams on Morning Road,モーニング・ロードのウイリアムズに レジャーのコンウェイです,0,1
48721,Do you think I'm a scammer? I want you to parade,俺がペテン師だと思うか? パレードして欲しいくらいだ,0,1
9972,you know what i'm saying?,言ってること わかるか?,1,1
22307,a heart? it has a heart?,心？心がありますか？,0,0
5056,"let's go, christabel!",行こう クリスタベル,1,1
21409,"come on, annie.",さあ、アニー。,0,0
49823,The student opposition movement has already moved to the area,学生反対運動は すでにその地域に移動しています,0,1
28042,"ah, now i get it!",ああ、今私はそれを手に入れました！,0,0
16958,like maybe health.,医療を例にあげます,1,1
21632,"or find a job, right?",または仕事を見つけますよね？,0,0
47544,Residential is blue Office buildings and retail stores are red,住居は青 オフィスビルや小売店は赤です,0,1
23655,move! we got to get simone.,動く！私たちはシモーネを手に入れました。,0,0
423,that was a bad sunburn.,酷い日焼け,1,1
58684,What !? Tuning with monsters in your hand !?,なんと!? 手札のモンスターとチューニングですと!?,0,1
44198,"And if you don't want this school district, I'll find a place to pay me",そして この学区が望まないなら 私に支払う所を見つけるわ,0,1
7199,chad bryson's freedom.,チャド・ブライソンの自由,1,1
1250,and is one kilometer away from the original temple,1kmほど離れた所に 秀吉の命によって再建されました,1,1
46000,I must have thought so.,そう考えたに違いない。,0,1
46052,I don't know Raikage!,い いかん 雷影!,0,1
34399,"the blood sugar level is also very low, and after checking it seems",血糖値も非常に低く、チェックしたところ,0,0
23002,no. melissa dobek.,番号。メリッサ・ドベック。,0,0
32100,is he god?,彼は神ですか？,0,0
56484,Go to the bathroom,トイレに行ってくる,0,1
5170,we may be able to get out of here!,ここから出られるかもしれねぇ,1,1
17471,sister,ねえさん。,1,1
50523,i Chuo Tanegashima High School Robot Club,《私 中央種子島高校 ロボット同好会の,0,1
30258,"on stage now, or you're disqualified.",今ステージにいる、またはあなたは失格です。,0,0
27123,"oh, my god! mr. kauffman!",何てことだ！氏。カウフマン！,0,0
25474,that i've been working on in partnership with autodesk.,私はオートデスクと提携して取り組んできました。,0,0
24759,"i understand what you're saying, bob but i think i can get to everything i need to get to in the main habitation chamber.",私はあなたが言っていることを理解しています、ボブしかし私は私が到達するために必要なすべてに到達できると思いますメインの居住室で。,0,0
34911,but it still ain't great.,しかし、それでも素晴らしいことではありません。,0,0
49382,There and here,そこにも ここにも,0,1
34643,you let go of karen long ago for a greater purpose.,あなたはもっと大きな目的のためにずっと前にカレンを手放しました。,0,0
43486,Did you bother me?,あ 気に障った?,0,1
52844,Someone is overseeing the judge,誰かが裁判官を監督してるんだ,0,1
583,this will do for today.,今日のところは このくらいにしとけ。,1,1
5309,what if they don't?,もし嫌だと言ったら?,1,1
7834,but the sir richard burton who lived a century before that,一世紀前に生き、,1,1
55999,Will give you the answer,答えをくれるでしょう,0,1
9298,given that microbes travel around with people,微生物が人々を介して 移動することを考えると,1,1
48651,Come on,さあ 行けよ,0,1
4281,you said that two things occurred to you.,もう一つは?,1,1
37988,what is this?,これは何ですか？,0,0
51742,"Look at the case, it looks like something was in it",ケースを見てみろ 何か入ってたようだ,0,1
55465,No,ない,0,1
17591,"you can do it. that's why they want to hire you, right?",出来たら 採用されるわよ,1,1
21398,the hillis algorithm. 10 factorial gives you that number.,hillisアルゴリズム。 10階乗はあなたにその数を与えます。,0,0
51288,Think about this in the last 100 years,このことを考えてみましょう 過去100年間に,0,1
